Na,Mg,Al,Si,P,S,K,Ca,Ba,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,As,Pb,Se,Th,Rb,U,Sr,Y,Zr,Nb,Mo
-0.726535776,-1.395277338,1.7217126,7.818739591,0.071809238,0.32397774,0.714015659,0.872252902,-782.7764261,0.111980904,-66.76905442,38.30111356,120.7127594,1.76018215,9.771470239,0.194987754,12.19395536,44.58380345,8.084743494,6.521339253,8.249231999,-1.332487651,5.584790709,78.18631519,15.90189893,119.4934084,14.74746421,210.4850881,4.620988548,8.042962546
-0.748351415,-1.469149391,1.668515307,7.620506203,0.067203446,0.331816843,0.709064185,0.868922537,-1375.691881,0.12115192,-52.85786713,37.3915904,118.7204754,1.807716278,9.955845451,0.764180601,12.12895214,44.42425859,10.71217726,7.15214065,9.308506883,-1.902942404,5.475925203,76.99062492,10.10271869,117.6110781,16.7195998,200.5891445,5.087777517,9.835023778
-0.811135539,-1.466631017,1.591043024,7.17969098,0.060629236,0.336295882,0.683054444,0.853797555,-280.3962106,0.097385403,-84.00180805,38.19103054,118.5609111,1.820858221,10.32352004,1.507240757,12.93169076,46.49683044,8.108907528,6.460647956,8.194443358,-0.27715498,5.266783662,73.40641844,11.21719611,119.4628759,15.5274765,196.9454238,4.588131221,11.55554087
-0.821403778,-1.618201157,1.503183517,6.804531891,0.068134178,0.344345635,0.610232865,0.810658511,-683.6311848,0.094358714,-78.3931365,27.29357783,120.4325934,1.887581059,10.26085715,0.219524289,14.22342497,46.85097931,10.20668341,6.559316836,12.04148744,-1.843275629,5.423495839,76.04868863,15.15453184,125.4673835,17.33469959,208.7741207,5.262436654,8.485709196
-0.776066206,-1.487005036,1.616608298,7.219137097,0.069245919,0.336183034,0.649348561,0.843510661,-935.71498,0.102866472,-54.74596616,25.97526622,118.9462123,1.866606667,10.30163659,0.951773013,11.08505507,51.59532452,8.689069935,7.552393068,9.742732975,0.283632448,5.572094601,78.60221718,11.98811269,123.5590096,18.32303724,205.2811832,5.59756564,11.96241183
-0.764494092,-1.374520404,1.737510139,7.609018024,0.061975991,0.349015797,0.71961371,0.890934768,-965.2676173,0.110056052,-59.36910957,36.20367937,123.6768736,1.762569297,10.10817902,0.165265609,10.81022116,46.62859194,8.359689507,7.033037162,9.886528335,-0.312153104,5.19318321,72.70177493,8.802758353,110.3755328,15.90772103,183.517002,4.689738099,6.479282692
-0.752630844,-1.310855888,1.911167917,8.119892166,0.055956171,0.343414213,0.798039624,0.969806418,-1169.027184,0.130528524,-52.98325636,34.85990509,133.5191364,1.775843976,9.875847987,-0.597003741,9.759348102,43.80534735,8.361640336,6.38208488,10.94510599,0.451654259,5.333966914,75.2076815,6.650415686,116.0767972,16.94471304,188.3790464,5.11408867,6.572710063
-0.649893482,-1.185781338,2.120724898,9.277074369,0.056086291,0.356242963,0.921164189,1.095221611,-576.6566463,0.143401177,-49.85065282,40.92336111,155.2006194,1.817030277,10.76881509,0.498225411,12.87332033,46.82077198,8.902163899,7.342469018,9.873049192,-0.586321452,5.534519656,77.99475454,12.95809979,126.6286639,19.30945753,204.8230137,5.754301165,8.371330014
-0.548956638,-1.006241937,2.335022612,10.27038927,0.040806452,0.370826262,0.990354541,1.185124367,-547.9302901,0.157373513,-47.74555734,31.16304443,192.4884385,1.853585588,11.04053916,2.138722736,12.18852254,51.09531739,9.549818196,7.83832973,10.0836545,-1.58538317,5.977776202,85.75850413,10.61743657,130.8736269,19.56684172,219.6525141,6.121999433,9.54840273
-0.465804804,-0.883777009,2.494489552,10.8295893,0.042467199,0.382804638,1.061887491,1.272518239,-510.1979214,0.180046651,-53.80315603,24.06812905,196.2279212,1.830162535,10.72261726,2.284837964,10.84975384,49.1985723,11.17194878,7.885274943,10.27681219,-1.289022739,5.884667338,84.30298157,14.47592211,135.9327524,17.40193074,241.0641038,5.43111823,8.17707621
-0.478377232,-0.723298029,2.741567226,11.50194145,0.035695213,0.385996869,1.185613232,1.366762261,-563.1907006,0.209550292,-25.77684538,37.69636186,188.5792247,1.860318546,10.67073713,1.07099984,11.16892057,49.92855991,9.973331689,8.158902206,11.0956709,-1.324849646,5.756276027,82.2155284,12.00176068,135.1375627,18.95285755,225.9011626,5.834554792,9.204739794
-0.275975583,-0.480108509,3.019025139,12.98429272,0.023194096,0.402248652,1.359215095,1.615590209,-250.1177386,0.241904397,6.898293128,24.91352513,222.8755051,1.858771514,10.72384929,1.006508432,11.96124341,48.76636543,9.623022613,8.514991077,10.80965473,-0.761044149,5.874724299,83.9792721,16.88482171,140.6019256,16.189728,235.3837762,5.108961806,12.03423903
-0.312963725,-0.428840248,3.121344558,13.37586666,0.01844254,0.41143837,1.392070929,1.686624311,-1021.860552,0.256477405,26.40781179,24.47020154,238.1377356,1.892457932,10.97610397,-0.664854587,11.09566694,52.46141394,10.63334723,7.963456736,10.38384378,-2.015942426,5.917657668,84.61769136,12.67324761,140.8342829,17.99721332,263.4936511,5.623260412,11.09061719
-0.227880878,-0.334062004,3.240203805,13.75254906,0.019200574,0.40513862,1.429677189,1.787226976,-821.7621114,0.236556262,11.52626303,30.14470119,258.6954587,1.895698569,10.98485447,1.626279647,11.72931659,52.16827643,8.481193281,8.855008465,9.900540066,-1.499237375,5.965150844,85.54259252,16.52454141,145.7320799,20.22044732,283.6860498,6.151057941,13.50311435
-0.416783895,-0.714420732,2.859900135,12.24197705,0.029782188,0.3479316,1.215427993,1.507909155,-958.1700087,0.20394055,-3.341719035,30.09594145,203.5831438,1.922557062,11.64119681,2.324450867,10.02924125,50.79060265,10.63057769,7.959518018,11.48098517,-1.029763895,5.849121055,84.11990742,14.969237,138.2181836,19.61368001,308.3193806,5.868322229,14.8718855
-0.509465611,-1.041081646,2.43342492,10.71497362,0.051057241,0.335876235,1.008540416,1.192591463,-1234.824803,0.175937281,-7.03362197,31.78563747,163.2739391,1.958323632,11.5125092,1.176706389,11.06774479,48.83204304,9.701416138,7.632685202,10.37807055,-1.576452976,5.861210187,84.10863232,15.48874309,132.3308045,18.29624479,285.2819793,5.477510763,10.61994479
-0.599155647,-1.090518581,2.224182108,9.805509492,0.055483164,0.337141314,0.909292493,1.030068045,-1111.120984,0.161601063,-69.87974537,40.35487241,144.2293856,2.013636195,11.69960776,-1.97529801,12.41682943,52.00731753,10.44963202,7.81465622,10.90475208,-1.188724705,5.698449416,81.52956183,10.55274496,129.7030265,18.3723314,282.1722975,5.623287555,13.65329692
-0.578651166,-1.115776389,2.314082793,9.907794562,0.055549789,0.346495706,0.954298549,1.051988425,-1157.779844,0.174974801,-54.72770937,45.49394272,138.2264115,2.099451758,11.80068249,0.723435848,12.37702678,53.77318177,10.38663839,7.853960846,9.088594114,-1.470083818,5.878368012,84.33901486,9.981965718,129.2993423,16.83632508,279.2752872,5.272225074,12.76064816
-0.523354378,-0.994563626,2.347094189,9.917881858,0.029397358,0.350260855,0.944954809,1.147054227,-1209.631147,0.179220019,-55.24657763,43.97713265,143.7383385,2.068361395,12.17433105,2.854412047,14.19597148,55.88552019,9.882969127,9.388492919,11.0173586,-1.210248488,5.975078372,86.33351406,17.33190373,133.3529448,18.30615788,323.7541271,5.582433323,17.52365082
-0.526990654,-0.910921672,2.374520223,10.28294759,0.007416201,0.351291943,1.008179055,1.330374684,-850.035911,0.176547836,-49.52953823,39.39125703,160.3306767,2.058005599,11.60620304,0.654611559,13.99751748,54.94949127,9.335885764,8.891973159,10.9411044,-2.755862749,5.962101386,85.86511314,15.40461644,135.5683715,20.45142238,320.8895361,6.181993495,16.64525009
-0.484275825,-0.986812998,2.538002385,10.73833085,-0.002940661,0.363480427,1.03141448,1.426101479,-584.9076943,0.175254968,-42.96139765,28.46950404,189.9732165,1.961633275,11.70734451,2.954905117,13.68920949,52.44954462,9.225908507,7.616870055,11.07551947,-1.527549955,5.947076103,84.94372883,19.80062824,135.4648157,18.46007865,314.8727884,5.652185108,16.16902155
-0.492396964,-0.755081686,2.619723284,11.22926971,0.006015714,0.372600606,1.059040881,1.462250585,-1046.558554,0.184444696,-30.88919089,36.43158907,179.3820971,1.924677368,11.21949469,0.856153846,12.49825693,49.96450039,9.180243278,7.817192754,9.032541987,-2.232939669,5.692898307,80.29905841,14.70438436,128.7507527,18.30051637,304.6605873,5.59894307,14.76195895
-0.370617023,-0.807392998,2.669194069,11.86906278,0.029085888,0.38252934,1.124806634,1.418682873,-400.472503,0.181024901,-17.72826512,39.70766274,165.2046305,1.867705617,10.76987732,0.296336608,11.19387488,46.56089544,9.023862063,6.872597358,10.57291459,-1.222639744,5.805552508,82.55649083,16.38972285,133.5563476,19.22205291,292.9293539,5.752049766,14.42856703
-0.453557352,-0.765870799,2.646641848,11.60350855,0.018474791,0.394797705,1.081857638,1.384706379,-391.3657895,0.180389023,-10.25697454,42.17670811,151.5598522,1.854050643,10.56860077,1.149251284,12.6714501,48.89495725,7.830251966,7.702238906,10.74535243,-2.008845223,5.608879709,79.95193115,6.984673631,121.9646343,19.91650384,294.0157569,6.03179822,14.5130383
-0.532390861,-0.947311161,2.415702121,10.70284661,0.030673561,0.37961747,1.002913139,1.282844018,-865.2149349,0.17785898,-14.14911539,46.35029396,137.2410298,1.879835097,10.85230437,1.409092124,10.39920309,45.43124317,10.1805228,7.040712646,11.655309,-2.034164302,5.531712635,78.7623994,9.480948137,124.4397785,20.58186956,307.8087793,6.050900334,15.2055953
-0.596863226,-1.080090443,2.205945847,9.780097298,0.034861596,0.373093788,0.89763093,1.132662188,-1192.492616,0.167305479,-45.18517382,50.89509884,128.341098,1.871833406,10.56852815,-0.476861989,9.96557084,45.98441434,10.28232793,6.758004318,9.633827878,-0.07539561,5.477644351,77.49698454,7.503808552,115.8670389,18.94250884,327.7526825,5.685000272,14.64150795
-0.592449122,-1.145574449,2.177525651,9.836512549,0.051528263,0.36956389,0.855454886,1.015597301,-1104.180765,0.148051047,-40.0933584,48.03940605,121.2690496,1.808869818,9.916449403,-0.60368817,11.06374849,44.89431261,8.876784487,7.318436552,11.12872742,-0.730539979,5.406138315,75.80694958,15.26903006,118.1119779,18.82243908,329.3154642,5.531181348,17.24774166
-0.556592139,-1.114040301,2.130646084,9.858335504,0.058618392,0.368141155,0.877442045,1.02794697,-1235.306066,0.154099436,-38.77776736,48.04596428,119.7036375,1.873471373,10.23020197,2.765990725,12.11561169,48.67478451,9.049571837,7.707420711,10.27928368,0.284617806,5.503996014,77.82601355,9.573844785,118.1124886,18.87589824,284.9258325,5.774304268,15.74299757
-0.60766072,-1.170718457,2.137851277,9.858750018,0.049672922,0.364833764,0.876912418,1.071242664,-659.029396,0.14771466,-41.54234349,59.34330331,114.9277688,1.905504888,10.42727405,0.382346911,11.69993402,48.22721823,11.32085201,8.022583876,9.857486315,-2.257990574,5.454385323,77.06053821,9.431664372,126.4913724,14.5501786,276.5594062,4.655676291,15.35666845
-0.522360582,-1.028929189,2.332021275,10.55637265,0.044202936,0.374467502,0.972836562,1.1916602,-841.6915839,0.163941332,-33.94144418,58.25284009,114.7600695,1.901029943,10.40169489,0.622984161,12.35166804,47.93487463,9.76195451,8.222149315,10.1611478,-1.844656588,5.824918399,83.39021829,14.60566345,134.1647738,17.21693149,269.6102328,5.257034788,12.6691584
-0.57811622,-0.984729962,2.392974033,10.5450517,0.046177834,0.376593077,0.958355586,1.171753241,-912.2986769,0.163933032,-43.39219168,52.95099801,116.0313462,1.885455996,10.3210571,1.059030568,12.10965429,45.76335726,10.13755859,6.964351591,11.88274899,-0.870349072,5.746212012,82.44496958,13.30303799,134.7989226,17.00018235,269.3367043,5.191520383,13.24412796
-0.574666365,-1.043406855,2.196775216,9.991965124,0.046634324,0.371852401,0.910926213,1.125918921,-391.3790251,0.140184728,-39.83438074,54.76713545,116.456231,1.884811382,10.40722,0.111161387,10.29018442,44.12783845,9.944073694,7.40208101,9.658376844,-0.634143208,5.731487192,81.20741552,14.68416317,132.7825447,16.15478088,284.5772562,5.121175906,14.73023141
-0.68458138,-1.331578081,1.844206934,8.616296121,0.057649324,0.37204534,0.767988813,0.972926628,-964.8643809,0.133548878,-72.19212093,55.39315763,116.3003516,1.90504413,10.83739193,0.209319748,12.52399151,48.08487793,9.20491086,7.01606035,9.887342559,-0.654930806,5.475431031,77.9503637,2.603882457,117.2905374,17.8605787,264.9723334,5.506710105,14.19697385
-0.733893354,-1.420435524,1.667989085,7.811836024,0.066998799,0.369059687,0.677967625,0.867545705,-393.4136659,0.104414188,-70.84290216,39.04406815,117.4010691,1.883805695,10.24645424,0.350984872,13.40203256,43.36273429,9.638141163,8.174886058,9.806117401,-0.681676409,5.329528421,75.77664427,6.194411182,117.9370183,18.32974757,264.704428,5.490872345,14.18750002
-0.693272871,-1.454625975,1.592119604,7.367453049,0.065528798,0.379847989,0.659649453,0.887742238,-847.9468303,0.108243211,-71.16362523,42.32491077,117.7374817,1.83355953,10.07716552,0.336505392,11.43625317,48.58338284,10.77306554,7.711008379,10.79952211,0.626277898,5.401245696,77.10038639,6.802438899,119.537895,16.59598914,266.8977079,5.087455433,15.88289356
-0.691523455,-1.439265589,1.63175308,7.536844079,0.052299546,0.38042787,0.695406806,0.951605914,-633.2412063,0.114384591,-73.94050383,41.59217042,118.2344266,1.834504783,10.27011484,0.46230444,14.03959385,47.02031669,9.928372658,8.207719875,10.35993957,-0.144707757,5.244284734,73.81215433,9.458863663,120.6169406,15.97186936,243.148679,4.837918534,11.63863879
-0.782190874,-1.366304372,1.655264175,7.356513422,0.061095039,0.37907105,0.647786006,0.901175528,-884.8189993,0.119674678,-77.5775342,30.37905476,123.1073541,1.828178563,10.00716895,0.761434166,11.95200115,48.76699744,8.461499402,6.794620627,9.195745532,-0.170071802,5.221130522,72.84098944,8.403133518,118.7162047,16.41161781,236.2663867,5.004696267,10.65624376
-0.718017501,-1.429261439,1.612415256,7.337436819,0.060611752,0.372549801,0.644375298,0.83456624,-1090.353738,0.115886485,-74.18834849,22.75290958,125.2298028,1.834935494,10.35637662,1.737480956,14.20195949,48.37103864,8.972857652,7.49583947,10.33873964,-0.534568523,5.450947642,76.6430581,11.17966042,121.2911721,16.4501421,231.1113742,5.090004688,12.15437571
-0.8068048,-1.509237977,1.578453039,6.914552543,0.073511061,0.374048287,0.598512182,0.787338518,-1005.882483,0.107149232,-92.40935454,30.51990939,123.2585372,1.893588778,10.58776177,0.441981656,15.33659345,47.36745367,10.78967701,7.613665865,11.02272563,-1.361630769,5.179623297,72.90224572,8.309027398,117.2287643,18.46916194,212.1349818,5.440551167,8.727742434
-0.77134168,-1.446576224,1.531196116,6.776225052,0.055937948,0.379543907,0.601623174,1.002215974,-938.0972639,0.105931926,-69.1172464,35.86107177,119.616901,2.013029352,11.46391032,1.792349058,15.40083706,53.06333669,9.633008576,10.20936321,11.81970051,-0.326854676,4.995842037,70.64786826,6.541985482,126.8733487,16.784099,200.1846913,4.929512333,10.61058149
-0.732025634,-1.344343272,1.658436861,7.018367941,0.044493327,0.390851945,0.62973735,1.096880196,-519.0077565,0.103756355,-55.78047626,36.17014486,119.4589684,1.97806251,11.18596734,2.628986883,16.68443179,51.37232981,9.339128117,10.60816709,12.15290891,1.073488131,5.141479499,72.67487094,9.212211497,133.2986424,17.97334417,195.0783203,5.402483074,11.4366666
-0.788888021,-1.425856949,1.619377739,6.894358616,0.055447096,0.397324615,0.606304508,0.845830803,-1052.612365,0.113346623,-84.83267449,54.02286747,115.7346699,1.94230774,10.95923903,0.570515848,16.38630077,54.21866004,11.24009948,7.728977916,11.66732574,-1.228802537,5.364723146,75.3742658,13.78455344,129.9206275,16.89215377,221.3986174,5.132356466,10.07558877
-0.787479211,-1.447778971,1.736920252,7.60712995,0.055743547,0.38661652,0.65506687,0.851020859,-1222.129166,0.123170238,-72.55305851,56.79568164,114.2314828,,,,,,,,,,,,,,,,,
-0.66103951,-1.143849842,1.748722742,7.712575076,0.038733335,0.380511368,0.680084384,1.327314709,-732.0470342,0.119162723,-72.80045573,35.92128673,120.3143193,1.934679062,10.52730232,1.355670672,15.70185948,47.66244974,10.39610968,11.29041532,11.14573725,0.43925596,5.438376703,76.8313712,14.85463201,134.0048718,15.04845492,208.2392035,4.922387115,9.70752994
-0.705092,-1.353089556,1.774414128,7.701160898,0.041328654,0.367317625,0.691453838,1.368420575,-687.0462219,0.116163371,-62.96743274,28.09389569,124.395126,1.941667135,11.6185817,2.040324932,14.82176263,54.02795415,10.71886683,8.542216514,11.7876329,-0.531770248,5.226688228,74.42394278,2.700833869,125.6256555,18.79650881,189.6951213,5.646104051,9.529336647
-0.704593851,-1.23350593,1.739442763,7.638505387,0.041568507,0.365131554,0.677995793,1.335910321,-442.1143035,0.110031087,-69.87122036,30.54081606,129.8357573,1.975927002,11.40345339,-1.944099458,15.18196686,56.48162309,10.52920146,11.09202463,11.77914854,-1.661992591,5.318168865,75.63328361,10.89072131,129.4923795,16.90514906,183.2390636,5.152608614,12.07523805
-0.671010177,-1.218392699,1.820085563,8.363494957,0.05249118,0.361208135,0.758292634,1.080355507,-880.0807223,0.124643701,-56.15246443,39.98598936,121.0518399,1.894517628,10.75375135,1.357648623,14.37729054,47.90385908,8.099363386,8.187808993,11.13870146,-0.254822935,5.383056643,77.34945188,1.540048043,121.9691796,16.0608282,207.2568174,4.967480789,12.25408802
-0.593148323,-1.098528308,2.001427272,9.392054611,0.044279189,0.364464557,0.818979355,1.10875008,-1176.140108,0.141409413,-71.58774536,39.25692109,120.9000789,1.82127254,10.0317384,-1.763824053,11.2514389,47.20615236,11.09564133,7.88578253,10.56806818,0.13224302,5.428200352,77.60615396,6.15247381,124.5665393,17.04835747,219.0692829,5.236050803,9.353115215
-0.623833604,-1.086786829,2.079151319,9.784827685,0.044212448,0.358201471,0.826743922,1.23034044,-1248.66914,0.135072328,-49.88008252,45.98823497,116.3114277,1.726172921,9.490152069,0.596907644,10.46102832,40.04840612,8.854243774,7.110333815,10.05472996,-1.674268182,5.290180834,74.28413057,12.39743154,123.9386491,13.09711628,209.1216936,3.994104954,8.416848784
-0.488421864,-0.981506462,2.316221306,10.74388441,0.033899076,0.36946938,0.861508994,1.295410036,-1097.65157,0.146157185,-46.43035768,54.41576411,117.1719856,1.776931281,9.711833182,-0.127616158,9.230835495,42.85905793,8.551578225,8.086215952,11.31451568,-0.483554111,5.329091098,74.84276363,14.30430754,129.6769853,12.33601946,214.3227677,3.658165022,8.288009949
-0.506987342,-0.962731362,2.444941947,10.9931923,0.032674961,0.372873351,0.931386231,1.38163038,-672.4826572,0.150699336,22.97440072,42.01197523,116.4866187,1.807363603,9.966373343,0.385207482,10.02185465,42.15319497,7.751868646,8.113759532,8.910451595,-1.25081203,5.390952641,75.80981191,9.154028593,119.8866153,13.88348148,212.3073294,4.194600071,8.800856703
-0.40305324,-0.697126573,2.739004843,12.03930321,0.024168756,0.387244741,1.019817973,1.410640448,-1362.234194,0.184148021,-10.54875804,43.46491367,140.737081,2.051834459,11.27116309,2.353057174,12.46170129,52.10770537,9.518873662,7.849229788,9.386503013,-1.873934752,5.731606183,81.38854231,12.0929493,123.9532723,14.58514512,210.7767399,4.669016652,8.825982999
-0.31616703,-0.36427374,3.219308559,13.6056553,0.025199157,0.384851963,1.155077691,1.466545543,-1239.591077,0.21836057,20.54681325,45.20681215,163.8309895,2.257878544,12.89485748,1.41631062,9.499177342,50.97184491,10.11364864,7.084287837,9.818079847,-1.441585598,5.875058353,83.49041903,15.73565927,138.5034637,16.14564253,193.7802162,5.038097514,6.537796448
-0.153780672,-0.027556635,3.657018641,16.11842417,0.017631733,0.405500824,1.408215111,1.947893646,-563.2076278,0.246297002,39.20429329,56.24478422,201.6815944,2.246244156,12.27257562,-0.530697055,10.20102694,50.89977413,8.827226205,7.011698025,10.2249376,-1.067546629,6.024451977,86.17617696,15.16467803,131.5179203,16.25970435,204.27382,5.257086277,7.556238916
-0.08788832,-0.086566493,3.794600218,17.31272681,0.013602623,0.403431596,1.567055574,2.11171304,-988.5620851,0.278488022,68.74791291,55.3424594,183.1035019,1.983001567,10.772613,0.730701558,11.06896354,44.55574817,10.19763787,6.592393876,7.968506023,-0.586139876,5.989541221,85.00994682,16.04172005,138.3038785,16.62457107,255.4899417,5.234771265,12.79209224
-0.135859318,0.007964945,3.680636977,17.32743628,0.015050458,0.375454485,1.59165047,2.256042819,-241.9511005,0.272077574,50.71486565,76.56426153,168.0221098,1.884775794,10.19797877,-0.51165233,10.45645793,45.78551996,9.678411553,6.477128399,10.21622805,-2.930103958,5.852864231,82.50137736,20.18565794,137.1830768,17.27674175,266.0203234,5.404456634,10.3125228
-0.153258139,0.021945372,3.500098332,16.23096444,0.02045746,0.350419299,1.494289295,2.031911361,-1131.792389,0.25806862,72.50687467,55.21245609,194.4107066,1.854732526,10.30657101,0.077912521,11.42234133,45.0523821,7.538947945,7.449491863,10.16535376,-0.61523603,5.609771489,79.03902047,12.64986305,135.9520846,19.47302998,249.1636787,5.909752705,10.25922373
-0.118392849,-0.054492809,3.733778454,16.52283109,0.018738788,0.353019195,1.60070727,2.079620074,-646.3802105,0.268169328,51.0845549,30.22536322,291.4645537,1.878587857,10.75706269,0.498734939,10.29039577,50.85803193,9.74180701,6.723183504,10.87607565,-1.855294507,5.773921424,81.54275944,18.75543071,138.5929499,18.00761579,222.1627576,5.46581398,7.957644017
-0.044619681,0.18595723,3.936792008,17.44907853,0.004586155,0.382019509,1.705893509,2.316047965,-188.4522301,0.286447956,109.927127,-5.613710439,419.8650884,1.862900029,10.78528807,1.25335565,12.29570072,50.454062,8.948151581,7.21977708,10.33469693,-1.501665241,5.877405092,83.24934494,20.21730859,135.0853337,17.28646045,227.683066,5.336333121,7.611934296
0.026372168,0.40602447,4.104374021,17.52683274,-0.001382178,0.387741978,1.8171563,2.648829099,-51.14044584,0.307036235,106.1593002,-33.04218883,536.4152684,1.878073249,11.18612585,2.302448465,10.89786344,50.84488189,7.97238663,10.95825636,12.66017491,-1.98810787,5.513799307,78.87843705,8.418388769,123.085082,14.33220169,223.176261,4.514517002,7.736790477
-0.180776781,-0.174688059,3.501596063,14.96736468,0.004928469,0.386738085,1.477761689,2.237869986,-393.1254916,0.265077662,58.4732242,-15.02974913,436.4756602,1.869539241,11.14556935,3.299345467,11.57713378,55.3755219,9.39372404,12.37629987,13.40784956,-2.42011571,5.689693899,81.76074942,10.89814736,123.8231874,17.26521558,245.0672124,5.476141035,9.146232966
-0.205977261,-0.222933825,3.33427194,14.72463584,0.019834731,0.366504638,1.425054644,2.029382703,-445.8144433,0.235363296,35.94583983,13.72442142,300.0669708,1.829412647,10.89301895,1.832232275,11.88103221,52.5210124,10.69210005,9.67006524,12.74694656,-2.755788267,5.89057683,84.77731063,17.51653595,126.233882,16.18165035,244.0727496,5.061231589,8.964678461
-0.357520565,-0.57196867,2.992202958,13.23411566,0.03473434,0.342503187,1.208319768,1.669614141,-448.9614666,0.194117326,-13.66963926,29.08009308,228.700419,1.820324111,10.72957682,0.561143202,12.76427575,49.50246852,9.271994113,6.999656621,12.4142427,-3.090186573,5.889192333,84.06080706,19.00423353,135.4220395,15.08988766,237.0548943,4.708003211,8.845588815
-0.425847914,-0.806101823,2.600134897,11.40876145,0.036484997,0.346143304,1.071539076,1.449884208,-818.8502305,0.177774163,-13.88577677,27.79174954,179.4146668,1.834477009,10.77572968,0.770401341,12.4419282,48.10133453,9.334130736,6.912668648,9.260474096,-2.108677181,5.482056817,76.14726948,14.88442801,130.7797059,14.71182668,232.5490414,4.50527853,11.07946741
-0.402931016,-0.66271933,2.74574659,11.7073525,0.023888673,0.345389702,1.121272113,1.469047221,-666.5840443,0.184810384,-20.1948086,27.92379368,178.9877105,1.856688741,10.86748875,0.952709342,12.75774046,46.63090793,8.713416386,7.53839839,9.873946203,-1.973916401,5.805406106,82.11881905,14.37905229,135.4810445,15.7220004,202.983536,5.043823284,6.24706038
-0.400610908,-0.565644386,2.85272382,11.98190152,0.009843258,0.363554466,1.167861813,1.392528242,-534.3376727,0.199044534,-32.74008063,50.41619945,149.5669144,,,,,,,,,,,,,,,,,
-0.378873338,-0.729199472,2.763504108,11.46055888,0.009729502,0.353268509,1.089814376,1.291165682,-1290.93258,0.195512174,-15.97689413,49.8360219,142.2924708,1.989742681,11.10218985,1.683878308,12.37770313,51.44012958,8.649037262,7.676597104,10.02921697,-2.084603161,6.071605458,87.16433068,14.54378735,128.0161849,16.73548083,221.3529892,5.392758553,10.24958865
-0.579760253,-1.004822251,2.29270296,9.636323661,0.044011574,0.375647253,0.874156981,1.036124107,-946.0014729,0.150303091,-78.99056717,42.71969989,130.8018841,1.906712335,10.50020277,0.50086494,11.09976701,48.9122888,9.368246049,7.022642994,9.02105166,-4.115954862,5.850844233,81.95478607,19.46302331,124.5765534,14.28654574,245.0754123,4.563954497,10.68311909
-0.52791686,-0.980089951,2.324702011,10.08123319,0.041075235,0.37872204,0.927937991,1.113855546,-288.6615323,0.134259848,-62.45771266,44.28991093,127.8971529,1.803970387,10.21376238,1.022882878,12.93024735,45.56435065,9.687650891,6.882253689,10.9196343,-2.339523824,5.815681557,82.12483985,18.79902879,128.1062488,16.04888125,269.2565528,5.012599184,14.55432536
-0.615694133,-1.18242497,2.105263643,9.405366664,0.044803567,0.368900265,0.850981203,1.03111483,-678.9257643,0.132367057,-53.5111353,43.18402068,124.7837455,1.7241189,9.615742324,-1.32104696,13.25307157,42.03009042,8.55241671,7.976962802,8.722659999,-2.653568489,5.417130549,75.52939185,12.82592901,125.8930664,16.3840453,262.6169084,4.962799992,12.39767068
-0.656551153,-1.15029938,1.892314036,8.916818862,0.048761303,0.369777345,0.779985396,0.938616997,-657.7688699,0.117741734,-60.0716126,38.95797152,124.5782304,1.736582323,9.462629213,-0.678586812,11.03463452,48.40417499,9.717137763,6.103158243,10.64085095,0.281712458,5.556691165,78.32613955,11.41398695,124.9642459,16.831944,230.7477986,5.189790228,10.97204111
-0.613310812,-1.252962736,1.976416914,9.295880911,0.04336964,0.370907729,0.847702059,0.974366209,-779.3526789,0.124425606,-34.39179575,44.33858417,119.8028726,1.759103039,9.942383969,2.081383285,13.49520025,45.71157129,8.559775302,7.38548767,11.42789702,-0.906173753,5.618620243,80.22919112,7.736744348,126.8591001,16.64309963,191.8970807,5.150531855,7.357967687
-0.606481039,-1.31683194,2.022519702,9.289409476,0.045282901,0.373362616,0.851729603,0.947409956,-857.2540912,0.125336376,-74.69531243,40.76488858,118.2246599,1.727663454,9.675437355,0.018192472,12.34963521,43.9605917,8.763204133,7.844634478,8.496131738,-0.842986078,5.312157838,74.88486598,6.703336502,118.019356,14.68330995,186.0044516,4.623744985,5.972731064
-0.585071009,-1.203920755,2.088955234,9.467861444,0.05504581,0.368477508,0.856930235,0.965401451,-1067.409027,0.130890436,-68.9092593,50.70121378,118.3970729,1.751278364,9.376838306,-0.260644459,12.25089863,46.25092312,8.096237672,7.149765782,9.749180866,-0.929378573,5.535166828,77.73727164,9.912779985,126.2043866,17.45487247,192.7407672,5.496679141,9.445766108
-0.608639685,-1.137193739,2.010128518,9.375078529,0.051215927,0.373231728,0.792920141,1.002019165,-783.808903,0.133381661,-51.07383376,45.91020012,114.5953983,1.728432411,9.478501046,0.045204991,12.2676327,44.38892084,8.132306278,6.009701056,8.724751445,0.593516093,5.595405804,77.86044927,17.56749839,123.3777952,15.95349301,194.7199381,4.999602395,10.59166384
-0.635298677,-1.181200814,1.981058286,9.160062783,0.045459481,0.371369045,0.792803126,0.982788678,-686.2584902,0.132048037,-46.64271094,39.67542296,117.6718424,1.693706529,9.172153649,-0.317160847,10.86720684,40.86677914,8.242507769,6.73520424,8.187074653,-1.498129322,5.346058774,74.55551329,7.196242702,117.0499408,13.85246233,190.0570643,4.36361299,9.331708294
